Suburb,Rooms,Type,Price,Method,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Altona,3,h,766000,S,Williams,13.8,,,,,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,t,743000,SP,Gunn&Co,13.8,3,2,2,211,176,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,t,650000,SP,Williams,13.8,,,,,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,u,730000,SP,Barlow,13.8,3,2,1,69,141,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,t,916500,S,hockingstuart,13.8,,,,,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,635000,S,Sweeney,13.8,3,1,4,625,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,u,620000,SP,hockingstuart,13.8,2,1,1,168,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,u,447000,S,Burnham,13.8,2,1,1,137,77,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,u,730000,SP,Barlow,13.8,3,2,1,70,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,678000,S,hockingstuart,13.8,3,1,2,606,87,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,u,580000,PI,Biggin,13.8,2,2,1,175,76,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,712000,S,hockingstuart,13.8,3,1,2,363,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,840000,SP,Greg,13.8,3,2,2,534,136,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,980000,S,Barlow,13.8,3,1,2,724,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4,h,1000000,S,Barlow,13.8,,,,,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,t,605100,S,hockingstuart,13.8,3,2,0,265,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,880000,PI,Barlow,13.8,3,3,1,577,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,u,577000,S,Williams,13.8,3,2,1,205,113,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4,h,,SN,hockingstuart,13.8,4,2,3,504,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4,h,1030000,S,Barlow,13.8,4,1,0,797,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,u,605000,S,Barlow,13.8,3,1,2,181,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,685000,S,Barlow,13.8,,,,,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,u,,PI,Point,13.8,2,1,1,117,58,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,753000,S,Barlow,13.8,3,2,2,529,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,h,857000,SP,hockingstuart,13.8,2,2,1,675,100,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,1500000,S,Barlow,13.8,3,1,1,929,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,u,730000,SP,Barlow,13.8,3,2,1,70,3,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,900000,S,Sweeney,13.8,3,1,4,697,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,740000,S,Greg,13.8,3,1,2,604,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4,h,931000,S,Sweeney,13.8,4,2,3,532,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,h,535600,SP,Compton,13.8,2,1,1,154,91,Hobsons Bay City Council,Western Metropolitan,5301
Altona North,3,h,,SP,Williams,11.1,3,1,1,620,108,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,5,h,1085000,S,FN,11.1,5,3,6,592,251,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,781000,S,Jas,11.1,3,1,2,533,117,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,857500,S,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,960000,S,Sweeney,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,750000,SP,Jas,11.1,3,1,3,554,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,t,421000,S,hockingstuart,11.1,2,1,1,77,77,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,1405000,S,Sweeney,11.1,3,1,3,655,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,,S,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,683000,S,FN,11.1,3,1,2,534,167,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,,SN,Barry,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,623000,S,Sweeney,11.1,3,1,3,540,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,720000,VB,Greg,11.1,3,2,1,0,130,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,t,780000,S,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,u,720000,S,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,705000,SP,Village,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,588000,S,Williams,11.1,3,1,1,328,118,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,720000,VB,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,710000,PI,Village,11.1,3,1,3,540,116,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,550000,SP,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,u,640000,VB,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,537500,SP,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,t,,PN,Williams,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,875000,SP,Jas,11.1,3,1,4,559,169,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,800000,S,Barlow,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,713500,S,Greg,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,,PN,hockingstuart,11.1,4,2,5,537,196,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,700000,VB,Jas,11.1,3,1,3,554,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,551000,SP,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,685000,SP,Greg,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,t,640000,S,Williams,11.1,2,1,1,252,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,650000,SP,Williams,11.1,4,1,4,558,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,925000,SP,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,,PI,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,,PI,Greg,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,670000,VB,Greg,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,680000,SP,Hunter,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,765000,S,Greg,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,675000,S,hockingstuart,11.1,3,2,2,171,109,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,708000,S,Greg,11.1,3,1,2,585,97,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,656000,SP,Gunn&Co,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,883000,S,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,965000,SP,Gunn&Co,11.1,4,1,4,851,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,870000,S,Hunter,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,681000,PI,Village,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,522500,SA,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,5,h,972000,S,Sweeney,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,590000,PI,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,450000,PI,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,765000,S,Greg,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,750000,VB,Greg,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,680000,S,Sweeney,11.1,3,1,3,551,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1,u,,PI,hockingstuart,11.1,1,1,1,0,46,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,t,510000,SP,Williams,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,770000,SP,hockingstuart,11.1,3,1,3,602,603,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,923000,S,Greg,11.1,3,1,2,740,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,693000,SP,Raine&Horne,11.1,4,2,4,315,170,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,620000,SP,Hunter,11.1,5,2,2,276,100,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,800000,S,Buxton,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,728500,S,Jas,11.1,3,1,1,531,157,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,931000,S,hockingstuart,11.1,3,2,1,590,160,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,988000,S,Sweeney,11.1,3,1,4,715,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,590000,SP,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,590000,S,Village,11.1,3,1,2,561,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,610000,S,RT,11.1,2,1,2,691,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,,PI,Jas,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,815000,S,hockingstuart,11.1,3,2,3,555,130,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,970000,S,Greg,11.1,4,1,2,708,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,840000,S,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,840000,S,Sweeney,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,760000,S,Hunter,11.1,4,1,3,668,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,852500,S,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,t,847500,S,RT,11.1,4,3,1,252,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,1200000,SP,RT,11.1,4,1,4,633,158,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,630000,S,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,,PI,Hunter,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,700000,SP,Hunter,11.1,3,1,1,557,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,625000,PI,Hunter,11.1,3,1,1,536,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,u,292000,S,Jas,11.1,2,1,1,153,70,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,640000,PI,hockingstuart,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,800000,SP,RT,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Armadale,3,h,,S,RT,6.3,2,1,1,305,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,599000,S,Jellis,6.3,2,1,1,0,76,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,550000,VB,Noel,6.3,2,1,0,861,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,995000,S,Marshall,6.3,3,2,2,0,100,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,1205000,S,Jellis,6.3,3,2,2,101,105,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,S,Jellis,6.3,3,2,2,588,168,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2675000,S,Marshall,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1939000,S,Jellis,6.3,3,2,2,296,150,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,421500,S,Biggin,6.3,1,1,0,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,585000,SP,hockingstuart,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2050000,S,Marshall,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1870000,S,Hodges,6.3,3,1,1,217,116,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,SN,Thomson,6.3,4,2,1,211,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,678000,S,hockingstuart,6.3,2,1,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,,PI,Marshall,6.3,2,1,1,183,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,S,Jellis,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,1918000,SP,Jellis,6.3,3,2,2,0,165,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,,SP,hockingstuart,6.3,1,1,0,881,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,660000,SP,hockingstuart,6.3,2,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2050000,S,Marshall,6.3,3,2,1,205,116,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,S,RT,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,SP,hockingstuart,6.3,2,1,1,0,65,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,700000,VB,Jellis,6.3,2,1,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,3625000,S,Jellis,6.3,3,2,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,3000000,VB,Jellis,6.3,4,2,2,1581,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1930000,S,Jellis,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,5,h,1525000,PI,Jellis,6.3,8,2,2,693,,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,S,Marshall,6.3,4,1,2,500,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,735000,PI,Marshall,6.3,3,2,1,2113,14,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,825000,S,Jellis,6.3,2,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,1586000,S,RT,6.3,2,2,2,246,,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,S,Jellis,6.3,4,2,2,369,176,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,,S,Jellis,6.3,2,2,1,175,158,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,S,hockingstuart,6.3,2,1,1,0,65,Stonnington City Council,Southern Metropolitan,4836
Armadale,5,h,,S,Marshall,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,645000,S,Marshall,6.3,3,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,h,1435000,SP,Jellis,6.3,2,2,1,144,107,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,SN,hockingstuart,6.3,3,4,2,662,292,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,280000,PI,hockingstuart,6.3,1,1,1,0,38,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,400000,PI,hockingstuart,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,SP,Jellis,6.3,4,2,2,551,208,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1780000,S,Marshall,6.3,2,2,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,SP,Jellis,6.3,3,2,0,246,204,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,592500,S,hockingstuart,6.3,2,1,1,0,73,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,S,Jellis,6.3,3,2,1,242,143,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1210000,S,Marshall,6.3,2,1,0,249,96,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,2801000,S,Marshall,6.3,4,2,2,624,222,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,,SP,Marshall,6.3,3,2,3,0,203,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,S,Jellis,6.3,2,2,2,292,146,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,SN,Gary,6.3,3,2,1,482,182,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,390000,S,Jellis,6.3,1,1,0,881,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,S,Jellis,6.3,3,2,1,228,111,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1800000,PI,RT,6.3,3,2,2,405,121,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,SN,hockingstuart,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,2200000,PI,Jellis,6.3,4,1,2,495,163,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,S,Jellis,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,324000,S,Jellis,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,S,Marshall,6.3,3,1,2,451,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,S,hockingstuart,6.3,2,1,1,0,80,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,S,hockingstuart,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,,SP,Marshall,6.3,3,1,4,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,,S,Jellis,6.3,3,1,2,230,,Stonnington City Council,Southern Metropolitan,4836
Armadale,6,h,5525000,S,Marshall,6.3,5,3,4,1491,516,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,S,Jellis,6.3,2,2,2,449,232,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1125000,S,RT,6.3,3,1,2,169,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2250000,S,Marshall,6.3,3,3,1,301,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2360000,S,hockingstuart,6.3,3,2,0,336,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1900000,VB,Jellis,6.3,2,2,0,207,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,440000,SP,Jellis,6.3,1,1,1,0,53,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,SP,hockingstuart,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,SN,Thomson,6.3,2,1,1,734,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,490000,PI,Ray,6.3,2,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,,PI,Marshall,6.3,3,2,2,0,135,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2365000,S,Marshall,6.3,3,2,1,316,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1300000,VB,Jellis,6.3,2,1,2,212,106,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,SP,Jellis,6.3,2,1,1,0,67,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,732000,S,Gary,6.3,3,2,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,704000,SP,Greg,6.3,2,1,1,0,74,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,,S,Jellis,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,S,Jellis,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,620000,VB,Marshall,6.3,3,1,1,0,98,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1900000,S,Marshall,6.3,3,1,2,328,108,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,S,Marshall,6.3,3,2,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,,S,Kay,6.3,2,3,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,,S,hockingstuart,6.3,2,2,1,2659,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,315000,SP,Fletchers,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,SP,Marshall,6.3,2,1,0,151,80,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1992000,S,Jellis,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,450000,PI,hockingstuart,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,710000,S,Jellis,6.3,2,1,1,2471,80,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,872000,S,Jellis,6.3,2,1,1,1194,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,598000,S,hockingstuart,6.3,2,1,1,0,88,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,SN,Kay,6.3,3,2,2,459,180,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1285000,S,Marshall,6.3,3,1,2,186,80,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,3660000,S,Jellis,6.3,4,3,2,421,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,,VB,Marshall,6.3,3,1,2,251,149,Stonnington City Council,Southern Metropolitan,4836
